temp,atemp,hum,windspeed,season,mnth,hr,weekday,holiday,workingday,weathersit,casual,registered,cnt
0.72,0.6667,0.58,0.2239,3,7,9,0,0,0,1,74,110,184
0.74,0.6818,0.6,0.2239,3,7,10,0,0,0,1,127,177,304
0.76,0.697,0.55,0.2836,3,7,11,0,0,0,1,147,244,391
0.76,0.697,0.55,0.2836,3,7,12,0,0,0,1,177,243,420
0.8,0.7424,0.49,0.3582,3,7,14,0,0,0,1,168,262,430
0.82,0.7424,0.43,0.2985,3,7,15,0,0,0,1,129,195,324
0.8,0.7273,0.46,0.2985,3,7,16,0,0,0,1,129,188,317
0.8,0.7424,0.49,0.3881,3,7,17,0,0,0,1,133,236,369
0.8,0.7273,0.46,0.2985,3,7,18,0,0,0,1,147,243,390
0.76,0.697,0.55,0.2836,3,7,19,0,0,0,1,145,234,379
0.76,0.7121,0.58,0.2537,3,7,20,0,0,0,1,85,177,262
0.74,0.6818,0.62,0.2239,3,7,21,0,0,0,1,59,148,207
0.72,0.6818,0.66,0.2239,3,7,22,0,0,0,1,65,116,181
0.7,0.6667,0.74,0.1343,3,7,23,0,0,0,1,39,54,93
0.7,0.6667,0.74,0.1343,3,7,0,1,0,1,1,21,30,51
0.7,0.6667,0.74,0.2239,3,7,1,1,0,1,1,17,8,25
0.66,0.6061,0.83,0.2239,3,7,2,1,0,1,1,2,8,10
0.66,0.6061,0.78,0.194,3,7,3,1,0,1,1,3,4,7
0.64,0.5909,0.78,0.1642,3,7,4,1,0,1,1,1,3,4
0.64,0.5909,0.78,0.1045,3,7,5,1,0,1,1,2,15,17
0.64,0.5758,0.83,0.1045,3,7,6,1,0,1,1,10,95,105
0.68,0.6364,0.74,0.2239,3,7,7,1,0,1,1,22,255,277
0.7,0.6515,0.7,0.194,3,7,8,1,0,1,1,18,329,347
0.74,0.697,0.67,0.2239,3,7,9,1,0,1,1,33,170,203
0.76,0.7121,0.62,0.194,3,7,10,1,0,1,1,52,78,130
0.8,0.7576,0.55,0.0896,3,7,11,1,0,1,1,42,99,141
0.8,0.7727,0.59,0.194,3,7,12,1,0,1,1,39,126,165
0.82,0.7879,0.56,0.2537,3,7,13,1,0,1,1,27,125,152
0.82,0.7879,0.56,0.3284,3,7,14,1,0,1,1,32,106,138
0.84,0.803,0.53,0.3284,3,7,15,1,0,1,1,53,111,164
0.84,0.803,0.53,0.2836,3,7,16,1,0,1,1,45,220,265
0.84,0.7879,0.49,0.3284,3,7,17,1,0,1,1,72,473,545
0.82,0.7727,0.49,0.3582,3,7,18,1,0,1,1,80,478,558
0.8,0.7576,0.55,0.2239,3,7,19,1,0,1,1,63,335,398
0.78,0.7424,0.59,0.2239,3,7,20,1,0,1,1,91,232,323
0.74,0.697,0.66,0.194,3,7,21,1,0,1,1,48,154,202
0.76,0.7273,0.66,0.2239,3,7,22,1,0,1,1,36,104,140
0.74,0.697,0.66,0.1642,3,7,23,1,0,1,1,32,59,91
0.74,0.697,0.66,0.1045,3,7,0,2,0,1,1,25,26,51
0.74,0.697,0.66,0.1343,3,7,1,2,0,1,2,7,6,13
0.72,0.6818,0.7,0.1642,3,7,2,2,0,1,1,9,4,13
0.72,0.6818,0.7,0.1642,3,7,3,2,0,1,1,2,1,3
0.72,0.6818,0.7,0.1343,3,7,4,2,0,1,1,1,4,5
0.7,0.6667,0.74,0.1045,3,7,5,2,0,1,2,0,19,19
0.72,0.697,0.74,0.1045,3,7,6,2,0,1,2,8,126,134
0.74,0.697,0.7,0.1642,3,7,7,2,0,1,2,28,287,315
0.76,0.7273,0.7,0.1642,3,7,8,2,0,1,2,31,381,412
0.8,0.7879,0.63,0.1343,3,7,9,2,0,1,2,22,177,199
0.82,0.7879,0.56,0.1642,3,7,10,2,0,1,2,29,112,141
0.82,0.803,0.59,0.0,3,7,11,2,0,1,1,29,98,127
0.84,0.8182,0.56,0.0896,3,7,12,2,0,1,1,26,127,153
0.86,0.8333,0.53,0.1045,3,7,13,2,0,1,1,33,139,172
0.86,0.8182,0.5,0.194,3,7,14,2,0,1,1,41,111,152
0.88,0.8182,0.44,0.194,3,7,15,2,0,1,1,48,110,158
0.9,0.8485,0.42,0.2985,3,7,16,2,0,1,1,61,216,277
0.8,0.803,0.66,0.0,3,7,17,2,0,1,1,68,445,513
0.8,0.803,0.66,0.1343,3,7,18,2,0,1,1,80,450,530
0.76,0.7424,0.75,0.194,3,7,19,2,0,1,1,54,334,388
0.74,0.7273,0.74,0.0896,3,7,20,2,0,1,1,48,229,277
0.74,0.7121,0.74,0.1343,3,7,21,2,0,1,1,47,194,241
0.74,0.7121,0.74,0.0,3,7,22,2,0,1,1,36,120,156
0.72,0.697,0.79,0.1642,3,7,23,2,0,1,3,19,73,92
0.7,0.6667,0.84,0.1045,3,7,0,3,0,1,1,11,29,40
0.7,0.6667,0.84,0.0,3,7,1,3,0,1,1,4,7,11
0.7,0.6667,0.84,0.0,3,7,2,3,0,1,1,2,7,9
0.7,0.6667,0.84,0.1045,3,7,3,3,0,1,1,2,4,6
0.68,0.6364,0.83,0.0,3,7,4,3,0,1,1,0,4,4
0.68,0.6364,0.83,0.1045,3,7,5,3,0,1,1,4,19,23
0.68,0.6364,0.89,0.1045,3,7,6,3,0,1,2,5,111,116
0.7,0.6667,0.84,0.1045,3,7,7,3,0,1,2,27,276,303
0.74,0.7121,0.74,0.0,3,7,8,3,0,1,1,34,404,438
0.74,0.697,0.7,0.0896,3,7,9,3,0,1,1,28,181,209
0.76,0.7273,0.7,0.0,3,7,10,3,0,1,1,34,76,110
0.8,0.7879,0.63,0.0896,3,7,11,3,0,1,1,26,116,142
0.82,0.803,0.59,0.0,3,7,12,3,0,1,1,28,121,149
0.84,0.8182,0.56,0.194,3,7,13,3,0,1,1,23,97,120
0.86,0.8333,0.53,0.2239,3,7,14,3,0,1,1,44,83,127
0.86,0.8182,0.5,0.1642,3,7,15,3,0,1,1,36,102,138
0.84,0.8182,0.56,0.0,3,7,16,3,0,1,1,30,204,234
0.84,0.8333,0.59,0.194,3,7,17,3,0,1,1,50,405,455
0.84,0.8333,0.59,0.2239,3,7,18,3,0,1,1,68,429,497
0.82,0.8485,0.67,0.1642,3,7,19,3,0,1,1,59,323,382
0.8,0.8333,0.75,0.2239,3,7,20,3,0,1,1,45,264,309
0.8,0.803,0.66,0.1642,3,7,21,3,0,1,1,33,209,242
0.78,0.7727,0.7,0.2239,3,7,22,3,0,1,1,25,144,169
0.76,0.7424,0.75,0.2537,3,7,23,3,0,1,1,26,73,99
0.76,0.7424,0.75,0.194,3,7,0,4,0,1,2,13,29,42
0.74,0.7273,0.84,0.2239,3,7,1,4,0,1,2,5,16,21
0.74,0.7273,0.84,0.2239,3,7,2,4,0,1,2,2,4,6
0.74,0.7121,0.79,0.1343,3,7,3,4,0,1,2,1,5,6
0.72,0.7121,0.84,0.1045,3,7,4,4,0,1,2,0,4,4
0.72,0.7121,0.84,0.1045,3,7,5,4,0,1,2,2,16,18
0.72,0.7121,0.84,0.1045,3,7,6,4,0,1,2,6,111,117
0.74,0.7273,0.84,0.1343,3,7,7,4,0,1,2,23,251,274
0.76,0.7576,0.79,0.1642,3,7,8,4,0,1,2,23,358,381
0.8,0.8182,0.75,0.2537,3,7,9,4,0,1,2,34,166,200
0.82,0.8636,0.71,0.2239,3,7,10,4,0,1,2,31,47,78
0.86,0.8939,0.63,0.2985,3,7,11,4,0,1,2,27,79,106
0.88,0.8939,0.56,0.3284,3,7,12,4,0,1,1,29,106,135
0.88,0.8939,0.56,0.2985,3,7,13,4,0,1,1,21,81,102
0.9,0.8939,0.5,0.3582,3,7,14,4,0,1,1,50,97,147
0.9,0.9242,0.53,0.2537,3,7,15,4,0,1,1,40,93,133
0.92,0.9242,0.48,0.2836,3,7,16,4,0,1,1,43,167,210
0.92,0.9091,0.45,0.2985,3,7,17,4,0,1,1,40,374,414
0.9,0.8939,0.5,0.2836,3,7,18,4,0,1,1,39,343,382
0.86,0.9242,0.67,0.2836,3,7,19,4,0,1,1,51,233,284
0.84,0.8939,0.71,0.2239,3,7,20,4,0,1,1,38,199,237
0.82,0.8939,0.75,0.2239,3,7,21,4,0,1,1,38,187,225
0.82,0.8636,0.71,0.1642,3,7,22,4,0,1,1,36,113,149
0.8,0.8182,0.71,0.1642,3,7,23,4,0,1,1,40,73,113
0.82,0.8333,0.63,0.1343,3,7,0,5,0,1,1,9,51,60
0.8,0.7879,0.63,0.0,3,7,1,5,0,1,1,7,17,24
0.78,0.803,0.79,0.1343,3,7,2,5,0,1,1,0,14,14
0.78,0.7879,0.75,0.1045,3,7,3,5,0,1,1,1,6,7
0.76,0.7424,0.75,0.1045,3,7,4,5,0,1,1,8,5,13
0.74,0.7121,0.79,0.1045,3,7,5,5,0,1,1,2,17,19
0.76,0.7424,0.75,0.0896,3,7,6,5,0,1,1,13,83,96
0.8,0.803,0.66,0.1045,3,7,7,5,0,1,2,20,232,252
0.84,0.8485,0.63,0.1642,3,7,8,5,0,1,2,30,292,322
0.86,0.8939,0.63,0.0896,3,7,9,5,0,1,1,31,177,208
0.9,0.9242,0.53,0.0896,3,7,10,5,0,1,1,32,83,115
0.9,0.8939,0.5,0.1045,3,7,11,5,0,1,1,23,86,109
0.94,0.9545,0.48,0.1642,3,7,12,5,0,1,1,20,95,115
0.94,0.9848,0.51,0.1642,3,7,13,5,0,1,1,25,98,123
0.96,1.0,0.48,0.2985,3,7,14,5,0,1,1,24,77,101
0.94,0.9848,0.51,0.2985,3,7,15,5,0,1,1,32,101,133
0.9,0.8333,0.39,0.2985,3,7,16,5,0,1,3,29,153,182
0.88,0.8485,0.47,0.1045,3,7,17,5,0,1,1,35,271,306
0.9,0.8182,0.37,0.1642,3,7,18,5,0,1,1,34,250,284
0.86,0.7879,0.41,0.1045,3,7,19,5,0,1,2,40,210,250
0.84,0.8182,0.56,0.0,3,7,20,5,0,1,1,46,166,212
0.82,0.803,0.59,0.0896,3,7,21,5,0,1,1,38,152,190
0.84,0.7879,0.49,0.0896,3,7,22,5,0,1,2,44,105,149
0.8,0.7879,0.63,0.194,3,7,23,5,0,1,1,19,84,103
0.82,0.7879,0.56,0.0,3,7,0,6,0,0,1,16,85,101
0.82,0.7727,0.52,0.1045,3,7,1,6,0,0,1,13,57,70
0.82,0.7727,0.52,0.0,3,7,2,6,0,0,1,13,48,61
0.78,0.7576,0.66,0.0896,3,7,3,6,0,0,1,6,16,22
0.76,0.7273,0.66,0.1045,3,7,4,6,0,0,1,5,4,9
0.76,0.7121,0.62,0.1343,3,7,5,6,0,0,1,1,6,7
0.8,0.7424,0.52,0.1343,3,7,6,6,0,0,1,6,19,25
0.8,0.7424,0.52,0.1045,3,7,7,6,0,0,1,7,38,45
0.84,0.7879,0.49,0.2537,3,7,8,6,0,0,1,24,85,109
0.84,0.7879,0.49,0.1642,3,7,9,6,0,0,1,30,102,132
0.86,0.7879,0.41,0.2239,3,7,10,6,0,0,1,61,137,198
0.9,0.8182,0.37,0.194,3,7,11,6,0,0,1,62,154,216
0.92,0.8636,0.37,0.1045,3,7,12,6,0,0,1,71,164,235
0.94,0.8788,0.38,0.1642,3,7,13,6,0,0,1,78,167,245
0.92,0.8939,0.42,0.0,3,7,14,6,0,0,1,84,152,236
0.94,0.8788,0.38,0.0,3,7,15,6,0,0,1,78,137,215
0.94,0.8788,0.38,0.1343,3,7,16,6,0,0,1,70,151,221
0.94,0.8788,0.38,0.1343,3,7,17,6,0,0,1,70,127,197
0.92,0.8788,0.4,0.2239,3,7,18,6,0,0,1,62,134,196
0.82,0.803,0.59,0.1343,3,7,19,6,0,0,2,80,137,217
0.82,0.803,0.59,0.2239,3,7,20,6,0,0,1,47,98,145
0.82,0.803,0.59,0.2239,3,7,21,6,0,0,1,39,115,154
0.8,0.7727,0.59,0.194,3,7,22,6,0,0,1,37,88,125
0.8,0.7727,0.59,0.1045,3,7,23,6,0,0,1,27,77,104
0.8,0.7727,0.59,0.1045,3,7,0,0,0,0,1,42,77,119
0.78,0.7576,0.66,0.1045,3,7,1,0,0,0,1,33,63,96
0.8,0.7879,0.63,0.0896,3,7,2,0,0,0,1,12,48,60
0.8,0.7879,0.63,0.0896,3,7,3,0,0,0,1,17,20,37
0.78,0.7576,0.66,0.1045,3,7,4,0,0,0,1,1,5,6
0.78,0.7576,0.66,0.0896,3,7,5,0,0,0,1,5,3,8
0.8,0.7879,0.63,0.0896,3,7,6,0,0,0,2,9,13,22
0.8,0.7727,0.59,0.1343,3,7,7,0,0,0,1,6,29,35
0.82,0.7879,0.56,0.2836,3,7,8,0,0,0,1,22,82,104
0.82,0.7879,0.56,0.3881,3,7,9,0,0,0,1,42,112,154
0.86,0.8182,0.5,0.3284,3,7,10,0,0,0,1,61,165,226
0.84,0.803,0.53,0.2537,3,7,11,0,0,0,1,74,169,243
0.9,0.8636,0.45,0.1642,3,7,12,0,0,0,1,85,161,246
0.86,0.803,0.47,0.2239,3,7,13,0,0,0,1,90,162,252
0.86,0.8182,0.5,0.2836,3,7,14,0,0,0,1,79,204,283
0.9,0.8485,0.42,0.2537,3,7,15,0,0,0,1,68,170,238
0.9,0.8485,0.42,0.2537,3,7,16,0,0,0,1,62,187,249
0.9,0.8333,0.39,0.1045,3,7,17,0,0,0,1,75,174,249
0.88,0.8182,0.42,0.1642,3,7,18,0,0,0,1,67,176,243
0.86,0.803,0.47,0.1642,3,7,19,0,0,0,1,70,170,240
0.84,0.7879,0.49,0.1642,3,7,20,0,0,0,1,52,143,195
0.8,0.7879,0.63,0.1343,3,7,21,0,0,0,1,42,111,153
0.78,0.7576,0.66,0.0,3,7,22,0,0,0,1,23,75,98
0.76,0.7273,0.7,0.0896,3,7,23,0,0,0,2,13,37,50
0.76,0.7273,0.7,0.0,3,7,0,1,0,1,2,17,17,34
0.76,0.7424,0.75,0.0896,3,7,1,1,0,1,2,4,8,12
0.74,0.7121,0.79,0.0896,3,7,2,1,0,1,2,3,3,6
0.74,0.7121,0.79,0.0,3,7,3,1,0,1,1,2,2,4
0.72,0.7121,0.84,0.0896,3,7,4,1,0,1,1,0,6,6
0.72,0.7121,0.84,0.0896,3,7,5,1,0,1,1,2,22,24
0.72,0.7121,0.84,0.0896,3,7,6,1,0,1,2,7,100,107
0.74,0.7121,0.79,0.0,3,7,7,1,0,1,2,20,257,277
0.76,0.7424,0.75,0.0,3,7,8,1,0,1,2,34,353,387
0.8,0.803,0.66,0.0,3,7,9,1,0,1,1,11,124,135
0.82,0.803,0.59,0.0,3,7,10,1,0,1,1,30,54,84
0.84,0.8333,0.59,0.194,3,7,11,1,0,1,2,24,83,107
0.84,0.8333,0.59,0.194,3,7,12,1,0,1,2,17,50,67
0.74,0.7121,0.74,0.1343,3,7,13,1,0,1,2,14,64,78
0.72,0.697,0.79,0.194,3,7,14,1,0,1,2,28,62,90
0.7,0.6667,0.84,0.3881,3,7,15,1,0,1,1,16,96,112
0.7,0.6667,0.84,0.2239,3,7,16,1,0,1,1,37,161,198
0.72,0.697,0.74,0.0,3,7,17,1,0,1,1,48,437,485
0.74,0.7121,0.74,0.0896,3,7,18,1,0,1,1,60,473,533
0.74,0.697,0.7,0.0896,3,7,19,1,0,1,1,62,324,386
0.72,0.697,0.74,0.1343,3,7,20,1,0,1,1,55,247,302
0.7,0.6667,0.84,0.0,3,7,21,1,0,1,1,41,153,194
0.7,0.6667,0.84,0.0,3,7,22,1,0,1,1,13,112,125
0.7,0.6667,0.84,0.0896,3,7,23,1,0,1,1,23,64,87
0.7,0.6667,0.79,0.1045,3,7,0,2,0,1,1,8,20,28
0.7,0.6667,0.79,0.1045,3,7,1,2,0,1,1,6,6,12
0.68,0.6364,0.89,0.1045,3,7,2,2,0,1,1,1,6,7
0.68,0.6364,0.89,0.1343,3,7,3,2,0,1,1,2,2,4
0.68,0.6364,0.88,0.1642,3,7,4,2,0,1,1,0,6,6
0.66,0.5909,0.89,0.0896,3,7,5,2,0,1,1,3,24,27
0.68,0.6364,0.83,0.2239,3,7,6,2,0,1,1,2,108,110
0.72,0.6818,0.66,0.2836,3,7,7,2,0,1,1,30,288,318
0.74,0.6818,0.55,0.194,3,7,8,2,0,1,1,32,392,424
0.76,0.6818,0.4,0.2239,3,7,9,2,0,1,1,25,162,187
0.8,0.697,0.31,0.2239,3,7,10,2,0,1,1,42,96,138
0.82,0.7121,0.3,0.0,3,7,11,2,0,1,1,49,102,151
0.84,0.7273,0.28,0.0,3,7,12,2,0,1,1,25,122,147
0.84,0.7273,0.32,0.2985,3,7,13,2,0,1,1,43,139,182
0.86,0.7424,0.3,0.2836,3,7,14,2,0,1,1,46,101,147
0.88,0.7576,0.28,0.3284,3,7,15,2,0,1,1,49,114,163
0.86,0.7576,0.36,0.2836,3,7,16,2,0,1,1,41,213,254
0.86,0.7576,0.36,0.3582,3,7,17,2,0,1,1,72,465,537
0.84,0.7424,0.39,0.3881,3,7,18,2,0,1,1,68,478,546
0.82,0.7424,0.43,0.2985,3,7,19,2,0,1,1,69,329,398
0.8,0.7273,0.46,0.2537,3,7,20,2,0,1,1,47,243,290
0.78,0.7121,0.49,0.2239,3,7,21,2,0,1,1,45,222,267
0.76,0.697,0.55,0.1343,3,7,22,2,0,1,1,27,131,158
0.76,0.7121,0.58,0.1045,3,7,23,2,0,1,1,18,71,89
0.78,0.7121,0.52,0.1642,3,7,0,3,0,1,2,19,26,45
0.78,0.7121,0.49,0.194,3,7,1,3,0,1,1,1,9,10
0.76,0.697,0.52,0.2985,3,7,2,3,0,1,1,1,5,6
0.72,0.6667,0.58,0.1642,3,7,3,3,0,1,1,0,4,4
0.72,0.6667,0.51,0.194,3,7,4,3,0,1,1,1,3,4
0.7,0.6515,0.54,0.2836,3,7,5,3,0,1,1,0,18,18
0.7,0.6515,0.54,0.2239,3,7,6,3,0,1,1,4,119,123
0.72,0.6667,0.48,0.2537,3,7,7,3,0,1,1,34,313,347
0.74,0.6667,0.42,0.2537,3,7,8,3,0,1,1,28,405,433
0.76,0.6667,0.35,0.2537,3,7,9,3,0,1,1,27,189,216
0.78,0.6818,0.33,0.0,3,7,10,3,0,1,1,32,82,114
0.8,0.697,0.31,0.0,3,7,11,3,0,1,1,42,94,136
0.82,0.7121,0.3,0.2836,3,7,12,3,0,1,1,37,132,169
0.84,0.7273,0.3,0.3582,3,7,13,3,0,1,1,29,151,180
0.84,0.7273,0.28,0.2239,3,7,14,3,0,1,1,20,107,127
0.86,0.7424,0.26,0.2537,3,7,15,3,0,1,1,37,103,140
0.86,0.7273,0.25,0.1642,3,7,16,3,0,1,1,40,228,268
0.84,0.7121,0.26,0.2239,3,7,17,3,0,1,1,81,491,572
0.82,0.7121,0.28,0.1045,3,7,18,3,0,1,1,78,463,541
0.8,0.697,0.29,0.0896,3,7,19,3,0,1,1,87,288,375
0.76,0.6818,0.45,0.2239,3,7,20,3,0,1,1,55,239,294
0.74,0.6667,0.48,0.1045,3,7,21,3,0,1,1,49,196,245
0.72,0.6667,0.48,0.0,3,7,22,3,0,1,1,37,143,180
0.74,0.6667,0.45,0.0896,3,7,23,3,0,1,1,16,93,109
0.7,0.6515,0.51,0.1343,3,7,0,4,0,1,1,14,31,45
0.72,0.6667,0.51,0.0,3,7,1,4,0,1,1,3,26,29
0.72,0.6667,0.54,0.1045,3,7,2,4,0,1,1,2,5,7
0.72,0.6667,0.54,0.0,3,7,3,4,0,1,1,0,5,5
0.7,0.6515,0.61,0.1045,3,7,4,4,0,1,1,0,6,6
0.7,0.6515,0.65,0.1045,3,7,5,4,0,1,1,1,26,27
0.7,0.6515,0.7,0.0896,3,7,6,4,0,1,1,6,110,116
0.72,0.6818,0.7,0.1642,3,7,7,4,0,1,1,27,278,305
0.74,0.697,0.66,0.1642,3,7,8,4,0,1,1,47,409,456
0.78,0.7424,0.59,0.194,3,7,9,4,0,1,1,21,189,210
0.8,0.7576,0.55,0.2836,3,7,10,4,0,1,1,30,86,116
0.84,0.8182,0.56,0.2836,3,7,11,4,0,1,1,41,113,154
0.84,0.803,0.53,0.2537,3,7,12,4,0,1,1,35,151,186
0.86,0.803,0.47,0.2537,3,7,13,4,0,1,1,26,126,152
0.84,0.7879,0.49,0.2537,3,7,14,4,0,1,2,27,111,138
0.86,0.8182,0.5,0.194,3,7,15,4,0,1,1,22,124,146
0.86,0.803,0.47,0.1642,3,7,16,4,0,1,1,42,214,256
0.84,0.803,0.53,0.194,3,7,17,4,0,1,1,45,423,468
0.84,0.8182,0.56,0.2239,3,7,18,4,0,1,1,55,428,483
0.82,0.803,0.59,0.194,3,7,19,4,0,1,1,37,285,322
0.8,0.7879,0.63,0.194,3,7,20,4,0,1,1,41,229,270
0.78,0.7576,0.66,0.2836,3,7,21,4,0,1,1,31,165,196
0.76,0.7273,0.7,0.2537,3,7,22,4,0,1,1,25,149,174
0.76,0.7424,0.75,0.194,3,7,23,4,0,1,1,28,95,123
0.74,0.7121,0.79,0.1642,3,7,0,5,0,1,1,12,45,57
0.74,0.7121,0.79,0.1343,3,7,1,5,0,1,1,12,22,34
0.74,0.7121,0.79,0.0,3,7,2,5,0,1,1,3,10,13
0.74,0.7121,0.79,0.0,3,7,3,5,0,1,1,2,9,11
0.72,0.7121,0.84,0.1343,3,7,4,5,0,1,1,2,4,6
0.72,0.7121,0.84,0.0,3,7,5,5,0,1,1,4,23,27
0.72,0.7121,0.84,0.0,3,7,6,5,0,1,2,7,83,90
0.74,0.7121,0.79,0.0896,3,7,7,5,0,1,2,26,228,254
0.76,0.7727,0.77,0.0,3,7,8,5,0,1,2,30,354,384
0.86,0.803,0.47,0.2537,3,7,9,5,0,1,1,28,151,179
0.9,0.8485,0.42,0.2836,3,7,10,5,0,1,1,37,69,106
0.92,0.8788,0.4,0.2985,3,7,11,5,0,1,1,43,118,161
0.96,0.8636,0.31,0.2836,3,7,12,5,0,1,1,40,95,135
0.94,0.8333,0.31,0.0,3,7,13,5,0,1,1,42,114,156
0.96,0.8636,0.3,0.2239,3,7,14,5,0,1,1,34,114,148
0.96,0.8636,0.3,0.2537,3,7,15,5,0,1,1,40,129,169
0.96,0.8636,0.3,0.3881,3,7,16,5,0,1,1,35,198,233
0.96,0.8636,0.3,0.2985,3,7,17,5,0,1,1,47,374,421
0.92,0.8636,0.37,0.3284,3,7,18,5,0,1,1,49,313,362
0.9,0.8485,0.42,0.2239,3,7,19,5,0,1,1,22,219,241
0.86,0.7879,0.41,0.3284,3,7,20,5,0,1,1,53,153,206
0.82,0.7576,0.46,0.1642,3,7,21,5,0,1,1,29,134,163
0.8,0.7424,0.49,0.2239,3,7,22,5,0,1,1,47,127,174
0.78,0.7121,0.52,0.1045,3,7,23,5,0,1,1,26,90,116
0.76,0.697,0.55,0.194,3,7,0,6,0,0,1,60,73,133
0.76,0.697,0.55,0.0896,3,7,1,6,0,0,1,15,75,90
0.76,0.697,0.55,0.1045,3,7,2,6,0,0,1,11,31,42
0.74,0.6818,0.62,0.1642,3,7,3,6,0,0,1,18,25,43
0.72,0.6818,0.66,0.1642,3,7,4,6,0,0,1,4,6,10
0.72,0.6818,0.7,0.2836,3,7,5,6,0,0,1,4,9,13
0.72,0.6818,0.7,0.2985,3,7,6,6,0,0,1,6,18,24
0.76,0.7273,0.66,0.194,3,7,7,6,0,0,1,3,39,42
0.78,0.7424,0.59,0.2239,3,7,8,6,0,0,1,27,87,114
0.82,0.7576,0.46,0.2985,3,7,9,6,0,0,1,49,125,174
0.82,0.7424,0.41,0.2985,3,7,10,6,0,0,1,79,182,261
0.84,0.7424,0.36,0.194,3,7,11,6,0,0,1,111,206,317
0.84,0.7273,0.32,0.1642,3,7,12,6,0,0,1,111,230,341
0.88,0.7576,0.29,0.0,3,7,13,6,0,0,1,125,183,308
0.9,0.7879,0.29,0.0,3,7,14,6,0,0,1,112,193,305
0.9,0.803,0.31,0.1343,3,7,15,6,0,0,1,113,189,302
0.9,0.7879,0.27,0.2239,3,7,16,6,0,0,1,126,176,302
0.9,0.7879,0.29,0.1045,3,7,17,6,0,0,1,93,209,302
0.88,0.7576,0.28,0.194,3,7,18,6,0,0,1,92,207,299
0.74,0.6515,0.33,0.2239,3,7,19,6,0,0,1,101,155,256
0.82,0.7424,0.43,0.1343,3,7,20,6,0,0,1,74,132,206
0.8,0.7424,0.49,0.1642,3,7,21,6,0,0,1,82,123,205
0.78,0.7121,0.52,0.1045,3,7,22,6,0,0,1,80,129,209
0.76,0.697,0.55,0.0896,3,7,23,6,0,0,1,63,114,177
0.76,0.697,0.55,0.0896,3,7,0,0,0,0,1,33,80,113
0.74,0.6818,0.62,0.0896,3,7,1,0,0,0,1,8,71,79
0.74,0.697,0.66,0.0896,3,7,2,0,0,0,1,19,48,67
0.74,0.697,0.66,0.0,3,7,3,0,0,0,1,24,26,50
0.72,0.6818,0.7,0.0,3,7,4,0,0,0,1,6,7,13
0.72,0.6818,0.69,0.0,3,7,5,0,0,0,1,4,4,8
0.74,0.697,0.7,0.0,3,7,6,0,0,0,1,5,8,13
0.74,0.6818,0.58,0.1343,3,7,7,0,0,0,1,19,26,45
0.76,0.697,0.55,0.2239,3,7,8,0,0,0,1,54,88,142
0.8,0.7424,0.49,0.0,3,7,9,0,0,0,1,55,128,183
0.84,0.7424,0.36,0.1642,3,7,10,0,0,0,1,91,163,254
0.86,0.7424,0.28,0.1642,3,7,11,0,0,0,1,112,163,275
0.9,0.7727,0.25,0.194,3,7,12,0,0,0,1,146,192,338
0.9,0.7727,0.24,0.1343,3,7,13,0,0,0,1,142,152,294
0.9,0.7727,0.24,0.1642,3,7,14,0,0,0,1,130,196,326
0.92,0.7727,0.18,0.2985,3,7,15,0,0,0,1,109,184,293
0.92,0.7727,0.17,0.2836,3,7,16,0,0,0,1,98,208,306
0.92,0.7727,0.16,0.1642,3,7,17,0,0,0,1,114,206,320
0.86,0.7879,0.41,0.2836,3,7,18,0,0,0,1,91,213,304
0.8,0.7576,0.55,0.3284,3,7,19,0,0,0,1,87,187,274
0.8,0.7576,0.55,0.3284,3,7,20,0,0,0,1,70,205,275
0.78,0.7424,0.59,0.2985,3,7,21,0,0,0,1,68,96,164
0.74,0.697,0.7,0.2985,3,7,22,0,0,0,1,25,71,96
0.74,0.697,0.66,0.2239,3,7,23,0,0,0,1,14,56,70
0.72,0.6818,0.7,0.2239,3,8,0,1,0,1,1,7,22,29
0.72,0.697,0.74,0.194,3,8,1,1,0,1,1,5,12,17
0.7,0.6667,0.74,0.1045,3,8,2,1,0,1,1,4,7,11
0.7,0.6667,0.79,0.1642,3,8,3,1,0,1,1,0,4,4
0.66,0.6061,0.83,0.1343,3,8,4,1,0,1,1,2,2,4
0.66,0.6061,0.83,0.1045,3,8,5,1,0,1,1,2,24,26
0.66,0.6061,0.83,0.0896,3,8,6,1,0,1,1,3,97,100
0.74,0.6818,0.62,0.0,3,8,7,1,0,1,1,24,258,282
0.8,0.7273,0.43,0.194,3,8,8,1,0,1,1,35,347,382
0.82,0.7424,0.41,0.0,3,8,9,1,0,1,1,27,139,166
0.86,0.7576,0.36,0.1642,3,8,10,1,0,1,1,27,70,97
0.88,0.7727,0.32,0.1642,3,8,11,1,0,1,1,53,66,119
0.9,0.803,0.33,0.2537,3,8,12,1,0,1,1,53,115,168
0.9,0.803,0.31,0.2985,3,8,13,1,0,1,1,38,112,150
0.92,0.8182,0.29,0.194,3,8,14,1,0,1,1,37,86,123
0.9,0.7879,0.27,0.0,3,8,15,1,0,1,1,52,77,129
0.9,0.7879,0.27,0.0,3,8,16,1,0,1,1,34,197,231
0.76,0.6818,0.45,0.2985,3,8,17,1,0,1,1,69,445,514
0.78,0.697,0.43,0.194,3,8,18,1,0,1,1,68,475,543
0.74,0.6667,0.51,0.2239,3,8,19,1,0,1,1,63,350,413
